A,7.891130216065126
A,0.9845013043556938
D,6.111454760293238
B,2.08456944455768
B,2.799981318318049
C,2.128934537262456
A,3.1053696489939786
D,8.74459579588769
B,3.977559073965473
D,7.394721485119113
A,7.706336432464548
D,7.759177747807478
B,1.098336946314199
D,1.668841442040605
C,1.7724947816000014
A,8.857197317960887
B,6.646793519572881
A,5.295259770541248
A,8.937681570014961
A,9.00364691661201
D,3.094311871450126
D,8.908059216704412
A,6.026573029456435
D,4.448058231279919
C,3.763253727769765
D,9.268741234279517
A,3.5979707529797356
A,8.354721730145055
C,8.159953625761752
C,8.18397444133807
B,1.219333132880941
B,9.637358415843263
C,8.541304844042719
C,1.0631798633323764
B,8.110927790739991
B,3.2305477712054644
B,2.324205664697482
C,9.515558223607414
B,9.658054964452795
C,9.45708158568719
A,4.033821410531307
B,5.102054644472154
D,9.101369089129799
B,7.12743954910019
A,2.5370755901215016
C,0.7266768844330773
B,3.850783814715472
C,9.6830271167199
A,6.742509232614932
C,9.229076058706204
